id, location, age, rating, course_title, course_id, course_teacher, year_of_initiation
910, Kathmandu, 37, 4.0, Introduction to Quantum Cryptography, QC101, Prof. Shrestha, 2021
911, Kathmandu, 38, 4.5, Artificial Intelligence for Healthcare, AIH201, Dr. Joshi, 2022
912, Pokhara, 18, 4.9, Data Privacy and Security, DPS301, Prof. Acharya, 2023
913, Bhaktapur, 26, 4.4, Cloud-Native Development, CND401, Dr. Shah, 2021
914, Biratnagar, 30, 4.7, Embedded Systems Design, ESD501, Prof. Basnet, 2022
915, Lalitpur, 35, 4.2, Quantum Machine Learning, QML601, Dr. Tamang, 2023
916, Bhaktapur, 32, 4.6, Human-Computer Interaction, HCI701, Prof. Thapa, 2021
917, Kathmandu, 22, 4.3, Cyber-Physical Systems, CPS901, Dr. Lama, 2022
918, Kathmandu, 18, 4.2, Introduction to Data Science, DS101, Dr. Lama, 2023
919, Kathmandu, 23, 4.5, Python Programming for Beginners, PY201, Prof. Gurung, 2022
920, Pokhara, 28, 4.7, Data Analysis with Python, DA301, Dr. Thapa, 2021
921, Nepalgunj, 32, 4.0, Machine Learning Applications, ML401, Prof. Bhattarai, 2022
922, Biratnagar, 24, 4.8, Web Development with JavaScript, WD501, Dr. Subedi, 2023
923, Lalitpur, 26, 4.6, Introduction to Cybersecurity, CS601, Prof. Gautam, 2021
924, Bhaktapur, 29, 4.3, Deep Learning Fundamentals, DL701, Dr. Khadka, 2022
925, Kathmandu, 17, 4.6, Artificial Intelligence Ethics, AI801, Prof. Shrestha, 2023
926, Kathmandu, 22, 4.1, Natural Language Processing, NLP901, Dr. Joshi, 2021
927, Pokhara, 30, 4.9, Computer Vision Basics, CV1001, Prof. Acharya, 2022
928, Bhaktapur, 35, 4.4, Introduction to Blockchain, BC101, Dr. Shah, 2023
929, Biratnagar, 19, 4.7, Introduction to Cloud Computing, CC201, Prof. Basnet, 2021
930, Lalitpur, 21, 4.5, Data Mining Techniques, DM301, Dr. Tamang, 2022
931, Bhaktapur, 27, 4.2, Internet of Things Fundamentals, IoT401, Prof. Thapa, 2023
932, Kathmandu, 36, 4.8, Software Engineering Principles, SE501, Dr. Lama, 2021
933, Kathmandu, 37, 4.3, Big Data Analytics, BDA601, Prof. Gurung, 2022
934, Pokhara, 31, 4.6, Cloud Security Fundamentals, CSF701, Dr. Thapa, 2023
935, Bhaktapur, 38, 4.0, DevOps Essentials, DO901, Prof. Bhattarai, 2021
936, Biratnagar, 33, 4.5, UX/UI Design Principles, UXD101, Dr. Subedi, 2022
937, Lalitpur, 20, 4.2, Agile Methodologies, AM201, Prof. Gautam, 2023
938, Bhaktapur, 25, 4.7, Data Warehousing Concepts, DWC301, Dr. Khadka, 2021
939, Kathmandu, 28, 4.9, Ethical Hacking Techniques, EHT401, Prof. Shrestha, 2022
940, Pokhara, 34, 4.4, Mobile App Development, MAD501, Dr. Joshi, 2023
941, Lalitpur, 39, 4.8, Quantum Computing Fundamentals, QCF601, Prof. Acharya, 2021
942, Kathmandu, 16, 4.3, Robotics and Automation, RA701, Dr. Shah, 2022
943, Biratnagar, 24, 4.6, Introduction to 5G Technology, 5GT801, Prof. Basnet, 2023
944, Lalitpur, 29, 4.1, Game Development Basics, GDB901, Dr. Tamang, 2021
945, Bhaktapur, 31, 4.7, Virtual Reality Fundamentals, VRF101, Prof. Thapa, 2022
946, Kathmandu, 20, 4.5, Cryptocurrency Fundamentals, CF201, Dr. Lama, 2023
947, Kathmandu, 22, 4.2, Network Security Principles, NSP301, Prof. Gurung, 2021
948, Pokhara, 37, 4.9, Augmented Reality Applications, ARA401, Dr. Thapa, 2022
949, Bhaktapur, 38, 4.4, Data Science Capstone Project, DSC501, Prof. Bhattarai, 2023
950, Biratnagar, 19, 4.7, Cloud-Native Architecture, CNA601, Dr. Subedi, 2021
951, Lalitpur, 23, 4.3, Database Management Systems, DBMS701, Prof. Gautam, 2022
952, Bhaktapur, 25, 4.8, Parallel Computing Concepts, PCC901, Dr. Khadka, 2023
953, Kathmandu, 37, 4.0, Introduction to Quantum Cryptography, QC101, Prof. Shrestha, 2021
954, Kathmandu, 38, 4.5, Artificial Intelligence for Healthcare, AIH201, Dr. Joshi, 2022
955, Pokhara, 18, 4.9, Data Privacy and Security, DPS301, Prof. Acharya, 2023
956, Bhaktapur, 26, 4.4, Cloud-Native Development, CND401, Dr. Shah, 2021
957, Biratnagar, 30, 4.7, Embedded Systems Design, ESD501, Prof. Basnet, 2022
958, Lalitpur, 35, 4.2, Quantum Machine Learning, QML601, Dr. Tamang, 2023
959, Bhaktapur, 32, 4.6, Human-Computer Interaction, HCI701, Prof. Thapa, 2021
960, Kathmandu, 22, 4.3, Cyber-Physical Systems, CPS901, Dr. Lama, 2022
961, Kathmandu, 18, 4.2, Introduction to Data Science, DS101, Dr. Lama, 2023
962, Kathmandu, 23, 4.5, Python Programming for Beginners, PY201, Prof. Gurung, 2022
963, Pokhara, 28, 4.7, Data Analysis with Python, DA301, Dr. Thapa, 2021
964, Nepalgunj, 32, 4.0, Machine Learning Applications, ML401, Prof. Bhattarai, 2022
965, Biratnagar, 24, 4.8, Web Development with JavaScript, WD501, Dr. Subedi, 2023
966, Lalitpur, 26, 4.6, Introduction to Cybersecurity, CS601, Prof. Gautam, 2021
967, Bhaktapur, 29, 4.3, Deep Learning Fundamentals, DL701, Dr. Khadka, 2022
968, Kathmandu, 17, 4.6, Artificial Intelligence Ethics, AI801, Prof. Shrestha, 2023
969, Kathmandu, 22, 4.1, Natural Language Processing, NLP901, Dr. Joshi, 2021
970, Pokhara, 30, 4.9, Computer Vision Basics, CV1001, Prof. Acharya, 2022
971, Bhaktapur, 35, 4.4, Introduction to Blockchain, BC101, Dr. Shah, 2023
972, Biratnagar, 19, 4.7, Introduction to Cloud Computing, CC201, Prof. Basnet, 2021
973, Lalitpur, 21, 4.5, Data Mining Techniques, DM301, Dr. Tamang, 2022
974, Bhaktapur, 27, 4.2, Internet of Things Fundamentals, IoT401, Prof. Thapa, 2023
975, Kathmandu, 36, 4.8, Software Engineering Principles, SE501, Dr. Lama, 2021
976, Kathmandu, 37, 4.3, Big Data Analytics, BDA601, Prof. Gurung, 2022
977, Pokhara, 31, 4.6, Cloud Security Fundamentals, CSF701, Dr. Thapa, 2023
978, Bhaktapur, 38, 4.0, DevOps Essentials, DO901, Prof. Bhattarai, 2021
979, Biratnagar, 33, 4.5, UX/UI Design Principles, UXD101, Dr. Subedi, 2022
980, Lalitpur, 20, 4.2, Agile Methodologies, AM201, Prof. Gautam, 2023
981, Bhaktapur, 25, 4.7, Data Warehousing Concepts, DWC301, Dr. Khadka, 2021
982, Kathmandu, 28, 4.9, Ethical Hacking Techniques, EHT401, Prof. Shrestha, 2022
983, Pokhara, 34, 4.4, Mobile App Development, MAD501, Dr. Joshi, 2023
984, Lalitpur, 39, 4.8, Quantum Computing Fundamentals, QCF601, Prof. Acharya, 2021
985, Kathmandu, 16, 4.3, Robotics and Automation, RA701, Dr. Shah, 2022
986, Biratnagar, 24, 4.6, Introduction to 5G Technology, 5GT801, Prof. Basnet, 2023
987, Lalitpur, 29, 4.1, Game Development Basics, GDB901, Dr. Tamang, 2021
988, Bhaktapur, 31, 4.7, Virtual Reality Fundamentals, VRF101, Prof. Thapa, 2022
989, Kathmandu, 20, 4.5, Cryptocurrency Fundamentals, CF201, Dr. Lama, 2023
990, Kathmandu, 22, 4.2, Network Security Principles, NSP301, Prof. Gurung, 2021
991, Pokhara, 37, 4.9, Augmented Reality Applications, ARA401, Dr. Thapa, 2022
992, Bhaktapur, 38, 4.4, Data Science Capstone Project, DSC501, Prof. Bhattarai, 2023
993, Biratnagar, 19, 4.7, Cloud-Native Architecture, CNA601, Dr. Subedi, 2021
994, Lalitpur, 23, 4.3, Database Management Systems, DBMS701, Prof. Gautam, 2022
995, Bhaktapur, 25, 4.8, Parallel Computing Concepts, PCC901, Dr. Khadka, 2023
996, Kathmandu, 37, 4.0, Introduction to Quantum Cryptography, QC101, Prof. Shrestha, 2021
997, Kathmandu, 38, 4.5, Artificial Intelligence for Healthcare, AIH201, Dr. Joshi, 2022
998, Pokhara, 18, 4.9, Data Privacy and Security, DPS301, Prof. Acharya, 2023
999, Bhaktapur, 26, 4.4, Cloud-Native Development, CND401, Dr. Shah, 2021
1000, Biratnagar, 30, 4.7, Embedded Systems Design, ESD501, Prof. Basnet, 2022
1001, Lalitpur, 35, 4.2, Quantum Machine Learning, QML601, Dr. Tamang, 2023
1002, Bhaktapur, 32, 4.6, Human-Computer Interaction, HCI701, Prof. Thapa, 2021
1003, Kathmandu, 22, 4.3, Cyber-Physical Systems, CPS901, Dr. Lama, 2022
1004, Kathmandu, 18, 4.2, Introduction to Data Science, DS101, Dr. Lama, 2023
1005, Kathmandu, 23, 4.5, Python Programming for Beginners, PY201, Prof. Gurung, 2022
1006, Pokhara, 28, 4.7, Data Analysis with Python, DA301, Dr. Thapa, 2021
1007, Nepalgunj, 32, 4.0, Machine Learning Applications, ML401, Prof. Bhattarai, 2022
1008, Biratnagar, 24, 4.8, Web Development with JavaScript, WD501, Dr. Subedi, 2023
1009, Lalitpur, 26, 4.6, Introduction to Cybersecurity, CS601, Prof. Gautam, 2021
1010, Bhaktapur, 29, 4.3, Deep Learning Fundamentals, DL701, Dr. Khadka, 2022
1011, Kathmandu, 17, 4.6, Artificial Intelligence Ethics, AI801, Prof. Shrestha, 2023
1012, Kathmandu, 22, 4.1, Natural Language Processing, NLP901, Dr. Joshi, 2021
1013, Pokhara, 30, 4.9, Computer Vision Basics, CV1001, Prof. Acharya, 2022
